CENSUS_35,Overseas born population - Census,Total born overseas (no.),,,2068036.0,,,,,2362364.0,,,,
CENSUS_13,Overseas born population - Census,Total born overseas (%),,,27.6,,,,,29.3,,,,
CENSUS_15,Religious affiliation - Census,Buddhism (%),2.9,,2.8,,,,,2.8,,,,
CENSUS_16,Religious affiliation - Census,Christianity (%),64.5,,55.2,,,,,47.6,,,,
CENSUS_17,Religious affiliation - Census,Hinduism (%),1.7,,2.4,,,,,3.4,,,,
CENSUS_18,Religious affiliation - Census,Islam (%),3.2,,3.6,,,,,4.3,,,,
CENSUS_19,Religious affiliation - Census,Judaism (%),0.6,,0.5,,,,,0.5,,,,
CENSUS_20,Religious affiliation - Census,Other religions (%),0.8,,0.9,,,,,1.1,,,,
CENSUS_40,Religious affiliation - Census,"Secular beliefs, other spiritual beliefs or no religion (%)",18.1,,25.5,,,,,33.2,,,,
CENSUS_22,Religious affiliation - Census,Religious affiliation inadequately described or not stated (%),8.3,,9.2,,,,,7.1,,,,
CENSUS_36,Australian citizenship - Census,Australian citizen (no.),5914275.0,,6186119.0,,,,,6756031.0,,,,
CENSUS_37,Australian citizenship - Census,Not an Australian citizen (no.),584339.0,,788942.0,,,,,903498.0,,,,
CENSUS_38,Australian citizenship - Census,Australian citizenship not stated (no.),419046.0,,505171.0,,,,,412628.0,,,,
CENSUS_29,Australian citizenship - Census,Australian citizen (%),85.5,,82.7,,,,,83.7,,,,
CENSUS_30,Australian citizenship - Census,Not an Australian citizen (%),8.4,,10.5,,,,,11.2,,,,
CENSUS_31,Australian citizenship - Census,Australian citizenship not stated (%),6.1,,6.8,,,,,5.1,,,,
CENSUS_39,Speaks a language other than English at home - Census,Speaks a language other than English at home (no.),1554335.0,,1882017.0,,,,,2146080.0,,,,
CENSUS_33,Speaks a language other than English at home - Census,Speaks a language other than English at home (%),22.5,,25.2,,,,,26.6,,,,
ADFS_2,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (no.),,,,,,,,24513.0,,,,
ADFS_3,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (no.),,,,,,,,127657.0,,,,
ADFS_4,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (%),,,,,,,,0.4,,,,
ADFS_5,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (%),,,,,,,,1.9,,,,
ING_MA_M,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Median age - males (years),20.6,,21.8,,,,,22.6,,,,
ING_MA_F,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Median age - females (years),22.2,,23.4,,,,,24.3,,,,
ING_MA_P,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Median age - persons (years),21.4,,22.6,,,,,23.4,,,,
ING_WA1,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Working age population (aged 15-64 years) (no.),124932.0,,160431.0,,,,,204377.0,,,,
ING_WA2,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Working age population (aged 15-64 years) (%),59.9,,60.4,,,,,60.2,,,,
ING_ERP_P,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Estimated resident Aboriginal and Torres Strait Islander population (no.),208476.0,,265685.0,,,,,339710.0,,,,
ING_M014,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 0-14 years (no.),38758.0,,47760.0,,,,,59525.0,,,,
ING_M1524,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 15-24 years (no.),21468.0,,26727.0,,,,,32705.0,,,,
ING_M2534,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 25-34 years (no.),12765.0,,17650.0,,,,,24108.0,,,,
ING_M3544,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 35-44 years (no.),11599.0,,13284.0,,,,,16640.0,,,,
